8.952668607234955,-6.34739033402875,-1.687365759909153,-1.775,-17.375,25.025,5.989819478988648,8.400461630523205,-1.6127173170447349,-5.475,-36.85,-47.975,3.3017578125,7.4361329078674325,-11.446093559265135,3.7419922351837163,-7.455273628234862,-11.98203182220459,-284.0,-132.0,-42.0,277.0,-136.0,-66.0
-8.508007955551147,-3.1196826783940197,3.5119458705186846,0.55,4.55,7.25,-8.375818014144897,4.103750056028366,0.7208838041173294,8.85,0.05,0.725,-8.479296684265138,-5.455078125,2.100683689117432,-8.503222465515138,0.93310546875,2.268164157867432,-61.0,-10.0,8.0,9.0,-15.0,18.0
5.093081137537956,-5.381745725497604,1.5194067765027284,-7.4,15.5,-7.175,4.181867765635252,6.0528638869524,-0.3396264836192131,14.3,22.625,8.025,4.287499904632568,-1.72265625,-4.349707126617432,4.177441596984863,2.148535251617432,-5.153613567352295,-20.0,48.0,-225.0,18.0,58.0,193.0
6.294633889198304,-2.1825098007917405,7.52621352840215,-8.7,-4.25,13.35,5.484267663955689,4.208066487312317,6.747429266571999,-8.0,-26.225,84.65,6.4791016578674325,-2.7323243618011475,16.26953125,5.4072265625,4.096093654632568,2.617480516433716,-26.0,21.0,18.0,-27.0,0.0,95.0
-4.51826428566128,-6.056452769041061,1.0818042406463064,-110.575,-51.05,37.2,-3.807788159325719,7.696565103530884,0.2920141540467739,-70.075,69.925,48.175,-9.058300971984863,-5.660840034484862,-0.16269531846046448,-8.053418159484862,6.2254881858825675,-4.866504192352295,-223.0,-116.0,69.0,-250.0,167.0,92.0
-5.863371663168072,-8.256428357958793,3.1202808206551707,132.525,16.875,-47.3,-3.731823833286762,5.6476807575672865,4.314296913146973,79.35,-61.525,-112.025,5.971875190734862,-15.030176162719727,26.92128944396973,8.326171875,8.307031631469728,15.76230525970459,-226.0,-31.0,103.0,301.0,138.0,-128.0
-7.712595391273498,-3.663635343313217,3.9050464808940886,-13.75,-3.15,20.6,-7.364116263389588,0.9735400686971843,6.407683193683624,7.1,2.725,-12.85,-6.163281440734862,-2.9715821743011475,6.038867473602295,-7.0628905296325675,3.8185548782348633,4.919140815734863,-9.0,9.0,-30.0,-8.0,7.0,-19.0
-7.781860482692719,-3.595207589119673,3.9005005419254304,2.525,7.1,0.6,-7.542363393306732,3.8667651891708372,4.213090893626213,11.95,-3.675,0.275,-7.689746379852295,-3.536230564117432,3.25390625,-8.689844131469728,1.3015625476837158,10.3359375,-37.0,-9.0,12.0,-77.0,23.0,40.0
-9.67893568277359,-6.676010911911726,1.2813452267087997,25.725,36.125,-84.95,-7.691899596154689,3.4937622494995595,5.482114364206791,39.875,13.75,-93.475,-6.302051067352295,-3.75634765625,0.18662109971046448,1.263281226158142,-6.6561522483825675,-5.8331055641174325,-16.0,-20.0,42.0,15.0,66.0,-121.0
-8.37856947183609,-2.4063354812562467,3.1322437036782502,-1.975,0.225,1.9,-7.778032398223877,1.273449749778956,5.223237371444702,-2.05,-0.875,-3.05,-10.278515815734863,-1.995410203933716,5.067480564117432,-11.560937881469727,4.483691692352295,4.033886909484863,-52.0,18.0,13.0,-24.0,2.0,0.0
