-15,3,-9,-7.412207126617432,-4.454980373382568,4.000390529632568,-3,8,-34,-7.2255859375,3.741992235183716,3.5218751430511475,1
-13,5,-31,-7.5174808502197275,-4.244433879852295,4.057812690734863,-8,-1,-59,-7.407422065734862,4.292285442352295,3.904687643051148,1
8,8,-47,-7.809375286102295,-3.952539205551148,4.536328315734863,-2,-11,-69,-7.7471680641174325,4.646386623382568,4.40234375,1
40,6,-42,-8.0869140625,-1.8662109375,5.435937404632568,42,-24,-64,-7.9242191314697275,5.134472846984863,4.598535060882568,1
3,-1,-24,-8.01513671875,-2.4212892055511475,4.756445407867432,51,-30,-39,-7.6275391578674325,5.967090129852295,4.143945217132568,1
-2,1,-24,-7.8285160064697275,-3.536230564117432,3.7898437976837163,15,-24,-20,-7.3500003814697275,5.153613567352295,3.641504049301148,1
17,7,-24,-7.550976753234862,-3.46923828125,3.6223633289337163,-4,-18,-14,-7.5126953125,4.574609279632568,3.42138671875,1
15,8,-13,-7.369140625,-3.3974609375,3.6271483898162837,2,-16,-11,-7.5653324127197275,4.2587890625,3.4309570789337163,1
12,7,-3,-7.622754096984862,-3.5314452648162837,3.6271483898162837,14,-10,-6,-7.641894817352295,4.416699409484863,3.488379001617432,1
1,5,2,-7.751953125,-3.5458009243011475,3.70849609375,20,-1,3,-7.63232421875,4.407128810882568,3.5792968273162837,1
-4,5,0,-7.7806644439697275,-3.713281393051148,3.761132955551148,23,6,12,-7.5796875953674325,4.359277248382568,3.6941406726837163,1
0,7,-5,-7.8189454078674325,-3.7707033157348633,3.871191501617432,17,12,15,-7.7232422828674325,4.464550971984863,3.7946290969848633,1
-7,3,-7,-8.01513671875,-3.18212890625,3.8759765625,-4,16,13,-7.570117473602295,4.588964939117432,3.9094727039337163,1
-26,-3,-5,-7.761523723602295,-3.081640720367432,3.7802734375,-16,19,4,-7.239941596984862,4.3544921875,3.808984518051148,1
-6,-6,-11,-8.000781059265138,-2.091113328933716,4.230078220367432,-13,12,7,-7.407422065734862,6.43603515625,4.005176067352295,1
-30,-20,-1,-8.125195503234862,-0.703417956829071,5.340234279632568,35,7,58,-8.527148246765138,8.03427791595459,3.0959961414337163,1
-87,-42,24,-8.412304878234862,-1.296777367591858,4.632031440734863,134,9,158,-9.66123104095459,13.843457221984865,2.2538087368011475,1
-120,-56,46,-8.603711128234862,-2.775390625,3.4309570789337163,226,51,275,-9.369336128234863,17.79121208190918,1.0431641340255735,1
-95,-64,60,-8.41709041595459,-3.847265720367432,2.938086032867432,283,131,353,-5.8426756858825675,16.561426162719727,-2.100683689117432,1
-82,-70,80,-8.498437881469728,-4.000390529632568,2.8615233898162837,186,222,399,-4.517187595367432,11.89111328125,-3.1725585460662837,1
-112,-78,111,-9.15878963470459,-4.182226657867432,2.717968702316284,84,253,395,-3.608007907867432,7.7567386627197275,-3.9860353469848633,1
-146,-84,123,-8.65634822845459,-4.966992378234863,2.287304639816284,58,228,331,-1.7657226324081419,1.263281226158142,-4.660742282867432,1
-123,-75,100,-7.8667969703674325,-5.483788967132568,1.6795898675918581,83,178,192,0.14833985269069672,-2.282519578933716,-2.378222703933716,1
-80,-53,67,-7.2734375,-5.19189453125,1.5168945789337158,145,120,0,0.9522461295127868,-3.799414157867432,-2.0624024868011475,1
-70,-31,48,-7.641894817352295,-4.675097942352295,1.79443359375,153,57,-179,0.19140625,-0.937890648841858,-1.4929687976837158,1
-73,-12,39,-7.5174808502197275,-4.651172161102295,1.885351657867432,92,15,-303,-1.9188476800918581,1.98583984375,-1.98583984375,1
-58,9,32,-7.0341796875,-4.632031440734863,1.98583984375,74,-1,-381,-3.6223633289337163,6.19677734375,-1.7609375715255735,1
-23,34,27,-6.81884765625,-4.823437690734863,2.813671827316284,30,-9,-365,-5.459863185882568,18.279296875,0.4354492127895355,1
-3,46,29,-8.27353572845459,-4.689453125,4.770801067352295,-17,29,-204,-6.5843749046325675,28.921483993530273,0.4498046934604645,1
-18,40,22,-7.91943359375,-4.7373046875,5.756543159484862,18,5,56,-2.65576171875,27.35195350646973,3.608007907867432,1
