20,7,-9,-7.914648532867432,-3.3448243141174316,4.038671970367432,16,-18,-5,-8.15869140625,3.7467775344848633,3.0577149391174316,4
31,10,-11,-7.957715034484862,-3.201269626617432,3.9142580032348633,23,-18,-6,-7.96728515625,3.617578268051148,3.0146484375,4
36,10,-12,-8.06298828125,-3.081640720367432,3.751562595367432,24,-16,-9,-7.790234565734862,3.703711032867432,2.9045898914337163,4
30,5,-11,-8.216113090515138,-2.7275390625,3.665429830551148,20,-13,-17,-7.63232421875,3.703711032867432,2.9045898914337163,4
13,0,-10,-8.192187309265138,-2.8280274868011475,3.51708984375,16,-10,-27,-7.68017578125,3.928613424301148,2.9763672351837163,4
9,-1,-8,-8.168261528015138,-2.8998048305511475,3.4070312976837163,7,-6,-33,-7.766308784484862,4.18701171875,3.1629884243011475,4
8,0,-8,-8.096484184265138,-2.813671827316284,3.2874023914337163,0,-3,-33,-7.885937690734862,4.383203029632568,3.3831055164337163,4
8,0,-7,-8.17783260345459,-2.818457126617432,3.3352539539337163,-1,-2,-28,-7.9864258766174325,4.483691692352295,3.4979493618011475,4
7,1,-4,-8.244824409484862,-2.75146484375,3.3161132335662837,-2,-2,-22,-7.8763675689697275,4.536328315734863,3.488379001617432,4
3,2,-1,-8.2783203125,-2.761035203933716,3.37353515625,0,-2,-16,-7.7328128814697275,4.421484470367432,3.3974609375,4
2,3,0,-8.187402725219728,-2.7801759243011475,3.4357421398162837,-1,-2,-11,-7.77587890625,4.531543254852295,3.3352539539337163,4
1,1,3,-8.20175838470459,-2.765820264816284,3.5888671875,-4,-1,-6,-7.8189454078674325,4.397558689117432,3.2634766101837163,4
-2,0,5,-8.268750190734862,-2.8232421875,3.6941406726837163,-4,0,0,-7.8189454078674325,4.292285442352295,3.2060546875,4
-5,-4,6,-8.23046875,-2.8615233898162837,3.631933689117432,-5,1,4,-7.87158203125,4.134375095367432,3.1438477039337163,4
-5,-6,7,-8.15390682220459,-2.8758790493011475,3.665429830551148,-6,3,6,-8.043848037719728,4.100879192352295,3.1007812023162837,4
-8,-9,9,-8.2783203125,-2.8375976085662837,3.689355611801148,-14,7,6,-7.8667969703674325,4.009961128234863,3.0481445789337163,4
-18,-15,10,-8.24960994720459,-2.794531345367432,3.5266602039337163,-21,10,3,-7.87158203125,3.990820407867432,3.158203125,4
-24,-18,10,-8.340527534484862,-2.914160251617432,3.541015625,-29,12,-1,-7.838086128234862,3.966894626617432,3.1869142055511475,4
-24,-18,10,-8.292675971984862,-2.8280274868011475,3.4740235805511475,-33,11,-4,-7.9002933502197275,4.120019435882568,3.2586915493011475,4
-29,-20,10,-8.187402725219728,-2.6318359375,3.37353515625,-36,10,-4,-8.024706840515138,4.18701171875,3.2586915493011475,4
-34,-18,13,-8.029492378234862,-2.665332078933716,3.3400390148162837,-37,9,-2,-7.9912109375,4.177441596984863,3.13427734375,4
-32,-11,19,-7.7950196266174325,-2.765820264816284,3.3113281726837163,-35,7,0,-8.072558403015138,4.182226657867432,3.0529296398162837,4
-24,-4,23,-7.7567386627197275,-2.8519532680511475,3.4931640625,-31,5,3,-8.067773818969728,3.976464986801148,2.8806641101837163,4
-17,2,25,-7.8763675689697275,-2.9572265148162837,3.7659180164337163,-24,2,5,-8.139551162719728,3.928613424301148,2.722754001617432,4
-26,0,26,-8.144335746765138,-2.914160251617432,4.325781345367432,-18,2,4,-8.23046875,3.7802734375,2.641406297683716,4
-36,-6,21,-7.87158203125,-3.416601657867432,4.541113376617432,-10,3,4,-8.125195503234862,3.655859470367432,2.569628953933716,4
-16,-6,12,-7.7232422828674325,-3.5936524868011475,4.268359661102295,-9,5,2,-8.072558403015138,3.6989259719848633,2.5887696743011475,4
-5,-6,5,-7.7806644439697275,-3.158203125,3.9860353469848633,-12,8,-3,-8.03427791595459,3.6271483898162837,2.741894483566284,4
-4,-7,3,-7.909863471984862,-2.9045898914337163,3.737207174301148,-11,7,-9,-7.976855754852295,3.7659180164337163,2.94287109375,4
-10,-9,2,-8.072558403015138,-2.808886766433716,3.5745117664337163,-15,7,-13,-8.043848037719728,3.9860353469848633,3.1486327648162837,4
-12,-6,2,-8.0869140625,-2.79931640625,3.5458009243011475,-16,6,-14,-8.029492378234862,4.01953125,3.2826173305511475,4
-8,-2,2,-8.120409965515138,-2.641406297683716,3.75634765625,-12,1,-13,-8.216113090515138,3.99560546875,3.3974609375,4
-7,-1,3,-7.91943359375,-2.60791015625,3.9860353469848633,-3,-3,-10,-8.17783260345459,3.9142580032348633,3.2682616710662837,4
-2,0,2,-7.857226848602295,-2.99072265625,3.85205078125,-2,-6,-10,-8.03427791595459,3.9094727039337163,3.0002930164337163,4
