-12,1,16,-7.732812881469727,-3.627148389816284,3.8424806594848633,0,8,-14,-6.995898723602295,1.693945288658142,6.665722846984863,1
-10,3,16,-7.4696292877197275,-3.5792968273162837,3.8185548782348633,4,6,-11,-6.8619141578674325,1.7035156488418581,6.756640911102295,1
-5,5,18,-7.622754096984862,-3.617578268051148,4.033886909484863,6,3,-9,-7.0293946266174325,1.5168945789337158,6.924121379852295,1
-4,4,20,-7.522265911102295,-3.8185548782348633,4.120019435882568,14,0,-12,-6.8954100608825675,1.3972656726837158,6.857129096984862,1
0,2,18,-7.63232421875,-3.9812500476837163,4.191796779632568,14,0,-9,-6.8379883766174325,1.4546874761581419,6.713574409484862,1
-4,-2,14,-7.8045902252197275,-3.928613424301148,4.129590034484863,7,2,-9,-6.708789348602295,1.2537109851837158,6.5604491233825675,1
-12,-7,8,-7.952929973602295,-3.785058736801148,3.9142580032348633,7,4,-14,-6.713574409484862,1.5695313215255735,6.7757811546325675,1
-25,-13,1,-8.024706840515138,-3.3161132335662837,3.5266602039337163,15,6,-14,-6.5125975608825675,2.311230421066284,7.306933879852295,1
-47,-19,-1,-8.15869140625,-2.866308689117432,3.4740235805511475,37,-10,-10,-5.900097846984862,3.512304782867432,10.039258003234863,1
-71,-22,-1,-7.881152629852295,-2.94287109375,3.46923828125,108,-46,3,-5.364160060882568,7.05810546875,11.379101753234865,1
-63,-14,-5,-7.598828315734862,-3.2108399868011475,3.608007907867432,117,-94,56,-5.7613282203674325,9.01523494720459,11.206835746765137,1
-43,-6,-1,-7.9385743141174325,-3.0242187976837163,4.493261814117432,145,-130,120,-7.7328128814697275,11.115918159484863,10.780957221984863,1
-44,-12,7,-7.29736328125,-3.1151368618011475,6.1441407203674325,145,-137,193,-8.58457088470459,11.93896484375,8.938672065734863,1
-57,-33,17,-8.091699600219728,-3.5314452648162837,6.2637696266174325,164,-130,236,-7.0772461891174325,10.59433650970459,6.684863567352295,1
-92,-52,38,-8.570215225219728,-3.703711032867432,4.383203029632568,153,-94,257,-3.349609375,9.819140434265137,4.268359661102295,1
-103,-67,38,-7.1250977516174325,-4.325781345367432,2.593554735183716,154,-55,253,0.09091796725988388,6.5987305641174325,1.215429663658142,1
-120,-82,43,-6.9911131858825675,-4.794726848602295,1.392480492591858,119,8,227,2.052832126617432,3.0529296398162837,-1.8949218988418581,1
-127,-92,65,-6.8714842796325675,-5.47900390625,0.468945324420929,77,102,146,2.215527296066284,-0.88525390625,-4.273144721984863,1
-150,-91,80,-6.373828411102295,-5.732617378234862,-0.11484375596046448,59,208,28,0.3828125,-1.7035156488418581,-3.871191501617432,1
-149,-81,79,-6.5508790016174325,-6.1537108421325675,-0.5933594107627869,17,278,-69,-2.789746046066284,-1.7274414300918581,-1.5503906011581419,1
-126,-66,79,-7.096386909484862,-5.565136909484863,-0.1435546875,44,315,-184,-6.1297850608825675,-1.335058569908142,0.7991210818290709,1
-118,-58,81,-6.4073243141174325,-4.56982421875,0.07656250149011612,-47,300,-254,-9.871777534484863,0.9761719107627868,3.8137695789337163,1
-104,-54,77,-5.455078125,-4.086523532867432,0.583789050579071,-103,275,-281,-12.46533203125,2.392578125,8.641992568969728,1
-74,-50,95,-9.51767635345459,-5.416797161102295,2.143749952316284,-158,204,-227,-21.55712890625,10.048828125,19.437305450439453,1
-48,-38,142,-13.288378715515135,-6.330761909484862,3.225195407867432,-39,46,-37,-18.470703125,13.163965225219727,27.485937118530273,1
-73,0,130,-10.436426162719727,-6.8619141578674325,3.6750001907348633,153,-128,99,-13.809961318969727,13.929590225219727,24.89238357543945,1
97,37,54,-8.450586318969728,-8.292675971984862,3.2204101085662837,197,-263,218,-12.857714653015135,11.350390434265135,18.848730087280273,1
188,34,-10,-8.125195503234862,-4.526757717132568,3.928613424301148,155,-318,290,-11.450879096984865,8.27353572845459,10.158886909484863,1
44,-4,-2,-7.6371097564697275,-2.426074266433716,3.847265720367432,107,-315,285,-7.87158203125,2.8854491710662837,2.4691407680511475,1
-70,-34,-3,-6.5508790016174325,-3.5266602039337163,2.650976657867432,92,-227,238,-3.713281393051148,-0.9522461295127868,-5.8426756858825675,1
-38,-40,-17,-7.6993165016174325,-4.5458984375,1.9619140625,12,-67,150,-0.32060548663139343,-3.6989259719848633,-10.398144721984863,1
-19,-39,-15,-7.6993165016174325,-3.13427734375,1.320703148841858,-26,93,27,0.5311523675918579,-6.014941692352295,-9.790430068969727,1
-73,-36,-13,-6.7518553733825675,-2.698828220367432,0.5215820670127869,4,212,-102,-1.2345703840255735,-4.009961128234863,-6.2015624046325675,1
-83,-24,-35,-5.971875190734862,-3.1629884243011475,0.32060548663139343,34,266,-206,-4.086523532867432,-0.9522461295127868,0.08134765923023224,1
-60,-12,-39,-8.268750190734862,-3.2634766101837163,0.19140625,-22,278,-257,-6.230273723602295,3.0433595180511475,3.5553710460662837,1
-50,7,-1,-10.45078182220459,-3.66064453125,1.095800757408142,-95,280,-329,-16.781543731689453,9.431543350219727,11.661425590515135,1
-72,36,23,-10.082324028015137,-4.962207317352295,2.043261766433716,-128,213,-263,-21.528417587280273,14.78134822845459,19.58564567565918,1
-30,73,9,-9.694726943969727,-7.6610355377197275,2.32080078125,-29,58,-114,-16.958593368530273,10.412500381469727,22.71992301940918,1
57,107,-5,-10.182812690734863,-8.479296684265138,1.8709961175918581,169,-60,-85,-11.331250190734865,10.57041072845459,17.614160537719727,1
