-2,0,0,-7.0341796875,-4.861718654632568,3.56494140625,8,-2,0,-7.5126953125,4.206152439117432,4.009961128234863
-2,1,0,-7.091601848602295,-4.914355754852295,3.598437547683716,10,-3,0,-7.507910251617432,4.172656536102295,4.000390529632568
-1,1,0,-7.101171970367432,-4.957421779632568,3.6080079078674316,11,-2,-1,-7.460058689117432,4.230078220367432,3.9764649868011475
0,1,0,-7.139453411102295,-4.880859375,3.61279296875,12,-2,-1,-7.426562786102295,4.297070503234863,4.009961128234863
-1,0,0,-7.125097751617432,-4.8330078125,3.603222608566284,12,-2,-1,-7.493555068969727,4.397558689117432,4.014746189117432
-3,0,0,-7.110742092132568,-4.847363471984863,3.622363328933716,10,-2,0,-7.46484375,4.431054592132568,4.005176067352295
-3,0,0,-7.115527629852295,-4.866504192352295,3.579296827316284,8,-2,0,-7.445703506469727,4.368847846984863,3.9716796875
-3,0,1,-7.10595703125,-4.885644435882568,3.5697267055511475,8,-2,0,-7.483984470367432,4.268359661102295,3.981250047683716
-1,0,0,-7.120312690734863,-4.900000095367432,3.6175782680511475,10,-3,0,-7.498340129852295,4.239648342132568,3.981250047683716
-2,0,0,-7.115527629852295,-4.837792873382568,3.579296827316284,10,-2,0,-7.522265911102295,4.268359661102295,4.005176067352295
-5,0,1,-7.15380859375,-4.9765625,3.5218751430511475,6,-3,0,-7.708887100219727,4.373632907867432,4.167870998382568
-2,4,-1,-6.890625,-5.158398628234863,3.196484327316284,1,-4,0,-7.7041015625,4.100879192352295,4.301855564117432
1,10,-5,-6.359472751617432,-4.732519626617432,2.79931640625,6,-3,0,-7.196875095367432,3.923828125,4.268359661102295
8,12,1,-6.881054878234863,-5.3115234375,2.8280274868011475,-18,2,2,-7.522265911102295,4.04345703125,5.340234279632568
31,8,17,-7.675390720367432,-5.038769721984863,3.167773485183716,-31,-3,2,-7.603613376617432,2.976367235183716,6.258984565734863
3,-4,31,-7.771093845367432,-4.603320598602295,3.167773485183716,2,-8,-2,-7.311718940734863,2.904589891433716,5.163183689117432
0,-4,32,-7.431347846984863,-4.990918159484863,2.99072265625,24,-5,1,-6.814062595367432,3.2108399868011475,4.368847846984863
32,3,33,-7.63232421875,-4.880859375,3.3208985328674316,29,0,3,-6.536523342132568,3.2251954078674316,4.775586128234863
46,4,38,-7.962500095367432,-4.612890720367432,3.454882860183716,26,-3,-4,-6.780566692352295,3.3065431118011475,5.86181640625
