gyrx1,gyry1,gyrz1,accx1,accy1,accz1,gyrx2,gyry2,gyrz2,accx2,accy2,accz2
-7,0,0,-8.675488471984863,-1.751367211341858,2.9955079555511475,-5,1,3,-6.517383098602295,4.565039157867432,5.589062690734863
-1,0,0,-8.723340034484863,-1.894921898841858,2.966796875,-6,1,3,-6.565234661102295,4.277929782867432,5.608203411102295
7,0,-1,-8.78076171875,-1.7130860090255737,2.9141602516174316,-1,0,0,-6.560449123382568,4.301855564117432,5.498144626617432
5,0,0,-8.72812557220459,-1.320703148841858,2.8663086891174316,0,1,0,-6.493457317352295,4.335351467132568,5.459863185882568
-1,0,1,-8.9482421875,-1.512109398841858,2.837597608566284,3,1,-1,-6.57958984375,4.3544921875,5.6943359375
0,-1,1,-8.909960746765137,-1.5168945789337158,2.885449171066284,3,2,0,-6.455175876617432,4.565039157867432,5.641699314117432
-3,-1,2,-8.8046875,-1.335058569908142,2.8998048305511475,-3,3,1,-6.431250095367432,4.584179878234863,5.531640529632568
-6,-1,2,-8.79990291595459,-1.488183617591858,2.808886766433716,-10,5,3,-6.565234661102295,4.531543254852295,5.464648723602295
-5,0,2,-8.761621475219727,-1.6843750476837158,2.8184571266174316,-7,5,4,-6.637012004852295,4.277929782867432,5.62255859375
-3,-1,1,-8.79990291595459,-1.5168945789337158,2.832812547683716,-2,3,2,-6.570019721984863,4.311425685882568,5.660840034484863
-6,-1,2,-8.838183403015137,-1.4738281965255737,2.8280274868011475,-4,3,3,-6.570019721984863,4.407128810882568,5.589062690734863
-9,-2,2,-8.842968940734863,-1.6173828840255737,2.904589891433716,-7,4,4,-6.603515625,4.349707126617432,5.52685546875
-7,-2,2,-8.79990291595459,-1.6604492664337158,2.885449171066284,-9,6,5,-6.665722846984863,4.273144721984863,5.5029296875
-6,-2,2,-8.814257621765137,-1.655664086341858,2.808886766433716,-8,5,4,-6.713574409484863,4.143945217132568,5.498144626617432
-2,-1,1,-8.75205135345459,-1.5886719226837158,2.9141602516174316,-5,5,2,-6.69921875,4.182226657867432,5.416797161102295
0,-1,1,-8.742480278015137,-1.4259766340255737,3.0433595180511475,-2,3,0,-6.742285251617432,4.23486328125,5.354589939117432
-2,0,0,-8.68505859375,-1.3972656726837158,3.119921922683716,-2,1,0,-6.756640911102295,4.344922065734863,5.244531154632568
0,0,0,-8.737695693969727,-1.512109398841858,3.13427734375,1,0,-2,-6.890625,4.368847846984863,5.273242473602295
0,0,0,-8.73291015625,-1.5934571027755737,3.143847703933716,5,0,-3,-6.814062595367432,4.454980373382568,5.249316692352295
2,0,-1,-8.771191596984863,-1.5456055402755737,3.191699266433716,5,0,-3,-6.708789348602295,4.493261814117432,5.359375
2,-1,-2,-8.79990291595459,-1.607812523841858,3.244335889816284,5,-1,-2,-6.646582126617432,4.517187595367432,5.483788967132568
7,-1,-3,-8.694628715515137,-1.607812523841858,3.1055665016174316,4,-2,-1,-6.589160442352295,4.555469036102295,5.488574504852295
